BGG Rank,Complexity Average,Mech_role_camp,Strategy,Wargames
1093,2.7,0,0,0
10645,3.17,1,0,1
11471,1.0,0,0,0
6706,4.0,0,0,1
20211,1.3,0,0,0
11991,1.18,0,0,0
2989,3.04,0,1,0
5415,2.22,0,0,0
10760,2.5,0,0,0
11971,1.2,0,0,0
19117,1.13,0,0,0
14001,1.0,0,0,0
958,2.38,1,1,0
14957,2.29,0,0,1
1517,3.27,0,1,0
9919,1.85,1,0,1
2535,2.36,0,1,0
18146,2.5,0,0,0
5735,1.0,0,0,0
10527,3.33,0,0,0
3588,1.17,0,0,0
6977,3.42,1,0,0
2428,2.25,0,1,0
15218,1.5,0,0,0
15690,1.4,0,0,0
16203,1.67,0,0,1
15802,1.5,0,0,0
9603,2.67,1,0,0
18279,3.0,0,0,0
13316,3.27,0,0,1
17817,1.82,0,0,0
18086,1.72,0,0,0
1606,3.0,1,0,0
13582,2.0,0,0,0
13825,1.81,0,0,0
7708,2.51,1,0,1
10504,1.5,0,0,0
2331,2.29,1,0,0
4011,1.8,0,0,0
6659,1.0,0,0,0
2420,1.74,1,0,0
7686,3.41,0,0,1
16435,1.0,0,0,0
10482,3.33,0,0,0
18652,2.0,0,0,0
1759,3.8,1,0,1
6205,1.44,1,0,0
7741,1.5,1,0,0
12215,2.0,0,0,0
4974,2.93,1,0,0
2022,2.14,0,1,0
1584,2.88,0,0,0
1111,2.04,1,0,0
19615,1.15,0,0,0
16491,3.13,0,0,1
15186,1.84,0,0,0
8195,1.2,0,0,0
2515,2.27,0,1,0
14614,2.17,0,0,0
3409,1.09,0,0,0
16606,1.4,0,0,0
1749,2.45,1,1,0
4610,1.81,0,0,0
13147,1.0,1,0,0
7721,2.95,0,0,1
14565,3.0,0,0,1
510,2.74,0,1,0
5626,2.0,0,0,0
5806,2.18,0,0,0
16957,1.0,0,0,0
10796,2.0,0,0,0
7659,2.86,1,0,1
18224,1.0,0,0,0
14276,1.0,0,0,0
7122,2.64,1,0,0
5440,1.0,0,0,0
7271,2.0,1,0,0
20312,1.05,0,0,0
16516,2.0,0,0,0
3868,1.14,0,0,0
2896,2.14,0,0,0
16587,1.0,0,0,0
9044,2.29,1,0,0
13561,2.03,1,1,0
17533,1.0,0,0,0
9803,2.5,0,0,0
7992,3.46,0,0,1
2317,1.47,0,0,0
3775,1.13,0,0,0
2050,2.24,1,1,0
7763,1.27,0,0,0
12469,1.25,1,0,0
7091,1.2,0,0,0
10774,3.17,1,0,0
18808,1.27,0,0,0
14136,1.4,0,0,0
14070,2.8,0,0,1
1361,2.36,1,1,0
9061,1.0,0,0,0
1873,1.72,0,0,0
14628,1.4,0,0,0
14550,1.5,1,0,0
6500,2.7,0,0,0
3606,1.0,0,0,0
18654,1.0,0,0,0
20154,1.25,0,0,0
18578,3.0,0,0,0
18240,1.5,0,0,0
7739,1.36,0,0,0
13266,2.0,1,0,0
2203,3.2,1,1,0
326,4.03,1,0,0
8682,2.85,1,0,1
5887,2.08,0,0,0
252,2.84,1,1,0
2121,1.35,0,0,0
18836,1.42,0,0,0
14168,2.2,0,0,0
17676,0.0,0,0,0
5015,4.15,1,0,1
4689,1.23,0,0,0
9989,4.1,1,0,1
18405,1.67,1,0,0
7133,2.0,0,0,0
14498,2.4,0,0,0
13908,1.5,0,0,0
2332,2.84,1,0,1
2598,1.16,0,0,0
3807,2.0,0,0,0
9834,2.67,0,0,0
6009,2.2,1,0,0
9618,1.14,0,0,0
8188,2.63,0,1,0
3626,2.4,1,0,0
3973,2.0,0,0,0
16008,1.92,0,0,0
14745,2.33,0,0,0
1173,4.33,1,1,0
4578,3.14,0,1,0
142,2.11,1,0,0
10089,1.0,0,0,0
10856,1.0,0,0,0
13792,2.38,0,0,1
16571,2.78,0,0,1
13328,1.75,0,1,0
8710,2.25,1,0,0
20165,1.15,0,0,0
6882,3.48,0,0,0
2712,1.66,0,0,0
11736,1.21,0,0,0
5831,1.8,0,0,0
14625,1.75,0,0,1
7800,1.0,0,0,0
7904,1.65,0,0,0
8403,1.71,0,0,0
15753,1.0,0,0,0
13960,1.5,0,0,0
13713,1.0,0,0,0
13761,3.0,0,0,1
2139,3.47,1,1,0
8538,1.79,0,0,0
2373,2.2,1,0,0
8338,1.0,0,0,0
15694,1.5,0,0,0
8689,1.0,0,0,0
7026,1.07,0,0,0
18152,1.62,0,0,0
9907,2.5,0,0,1
7450,1.78,0,0,0
15439,0.0,0,0,0
288,3.33,1,1,0
11687,1.33,1,0,0
12573,2.0,0,0,0
3495,2.3,0,1,0
16738,1.0,0,0,0
19276,1.43,0,0,0
601,2.68,0,1,0
20205,1.0,0,0,0
4525,3.34,1,0,1
16900,1.6,0,0,1
5376,2.24,0,1,0
17389,1.0,0,0,0
18932,1.42,0,0,0
16903,1.25,0,0,0
15783,3.57,0,0,1
980,1.63,0,0,0
7885,1.75,1,0,0
16568,1.31,0,0,0
4706,2.07,0,1,0
14251,2.29,0,0,0
6825,1.75,0,0,0
14140,1.38,0,0,0
6534,1.39,0,0,0
1582,3.3,1,0,1
19719,1.0,0,0,0
15672,3.0,1,0,1
8925,1.0,0,0,0
14400,1.0,0,0,0
17839,1.0,0,0,0
13939,2.0,0,0,0
18884,2.14,0,0,0
3919,2.29,0,0,0
6375,2.2,0,1,0
2675,2.89,0,0,0
2355,2.26,0,0,0
2639,3.45,0,1,0
10164,1.0,0,0,0
7190,3.3,0,0,1
12988,1.0,0,0,0
4507,2.36,0,0,0
4369,2.89,0,0,1
15336,1.67,0,0,0
10022,2.67,0,0,1
16266,1.25,0,0,0
4101,2.7,1,0,0
380,2.05,1,0,0
19751,1.38,0,0,0
13967,1.0,0,0,0
8367,1.4,0,0,0
7318,1.42,0,0,0
2010,1.89,0,0,0
19083,2.22,0,0,0
5643,2.6,1,0,1
8712,2.0,0,0,0
6348,1.22,0,0,0
8345,2.5,0,0,0
19400,2.0,0,0,0
10550,2.5,0,0,0
13482,2.43,1,0,1
4051,1.1,0,0,0
14474,1.33,0,0,0
881,2.56,1,0,0
19943,1.0,0,0,0
17209,1.5,0,0,0
12884,1.0,0,0,0
16080,1.0,0,0,0
8130,2.5,0,0,0
990,4.37,1,1,0
16274,0.0,0,0,0
8749,2.68,0,0,0
6918,2.0,0,0,0
2346,3.1,0,1,0
9254,2.0,0,0,0
9131,1.6,1,0,1
16764,1.0,0,0,0
11756,1.4,0,0,0
5600,2.0,1,0,0
3933,2.0,1,0,0
11494,1.5,0,0,0
5656,2.16,1,1,0
5724,1.5,1,0,0
9509,2.17,0,0,0
15652,1.67,0,0,0
2614,3.14,1,1,0
7364,2.07,0,0,0
18348,1.89,0,0,0
8309,2.67,0,0,0
10066,2.82,0,0,1
14114,2.4,0,0,0
529,2.52,1,0,0
4523,2.58,1,0,1
12116,2.0,0,0,0
10106,2.0,0,0,0
6278,2.3,1,0,0
389,1.51,0,0,0
3186,4.05,1,0,1
17513,1.2,0,0,0
5190,1.77,0,0,0
6562,2.57,0,0,0
11172,2.0,0,0,0
12196,3.33,0,0,0
2624,2.0,1,0,0
4152,3.48,0,0,1
16959,1.5,0,0,0
13414,0.0,0,0,0
584,1.16,1,0,0
1284,2.5,1,1,0
6186,2.14,0,0,0
14159,2.0,0,0,0
20118,1.41,0,0,0
8061,1.58,0,0,0
19392,1.33,0,0,0
4285,2.48,0,0,0
14262,1.0,0,0,0
11163,3.0,0,0,0
5776,3.22,0,0,1
7046,3.71,0,0,1
18577,1.67,0,0,0
19041,1.0,0,0,0
11225,1.4,0,0,0
19531,2.48,0,1,0
7135,1.57,0,0,0
19154,2.14,0,0,0
12632,2.0,1,0,0
15839,2.75,0,0,0
12034,1.29,1,0,0
16990,2.43,0,0,1
19749,1.14,0,0,0
12812,3.23,1,0,1
3027,2.53,0,0,1
16921,1.31,0,0,0
16958,3.29,1,0,0
19569,1.8,1,0,0
10628,1.14,0,0,0
5358,3.94,1,1,0
7588,2.33,0,0,0
18990,1.0,0,0,0
9101,2.88,0,1,0
15361,1.0,0,0,0
14177,2.5,1,0,0
864,1.73,1,1,0
12914,1.67,0,0,0
17476,1.08,0,0,0
12720,3.0,1,0,0
4269,3.47,1,0,1
6892,3.0,1,0,0
13419,2.0,0,0,0
6947,2.5,0,0,0
15898,1.0,0,0,0
8259,2.83,0,0,1
17675,1.0,0,0,0
18391,3.14,0,0,1
4710,2.0,0,0,0
985,3.8,0,1,0
8444,2.33,0,0,1
140,2.27,1,0,1
2209,1.13,0,0,0
5886,1.3,0,0,0
12693,2.86,1,0,0
7236,1.83,0,0,0
17013,1.92,0,0,0
6220,2.45,0,0,0
11022,1.0,0,0,0
15436,1.14,0,0,0
3676,2.08,0,0,0
13167,1.0,0,0,0
16270,2.33,0,0,0
19955,1.14,0,0,0
7309,2.44,0,0,0
17860,1.43,0,0,0
8004,2.63,0,0,1
16154,3.2,1,0,1
5150,2.29,1,0,0
11335,1.23,0,0,0
15262,1.14,0,0,0
9678,1.4,0,0,0
10562,1.0,0,0,0
7645,1.17,0,0,0
15862,3.0,1,0,1
16244,1.5,0,0,0
17761,1.0,0,0,0
7082,1.46,1,0,1
3831,2.23,0,0,0
14376,1.5,0,0,0
11362,2.0,0,0,0
6771,1.96,1,0,1
908,3.1,1,1,0
6131,1.82,1,0,0
5985,3.22,0,0,0
10891,1.29,0,0,0
6966,1.4,0,0,0
6108,2.95,0,1,0
8901,2.5,0,0,0
8888,1.43,1,0,0
5268,1.8,0,0,0
10409,2.0,0,0,0
9932,1.41,0,0,0
5092,2.17,1,0,0
12594,1.0,0,0,0
16645,3.0,0,0,0
11256,4.25,0,0,0
19213,1.71,0,0,0
15959,1.17,0,0,0
2956,1.25,0,0,0
8608,1.71,0,0,1
19840,1.74,1,0,0
17572,2.0,0,0,0
7244,1.5,0,0,0
5804,1.35,0,0,0
10646,4.17,1,0,0
13885,2.2,0,0,1
5163,1.0,0,0,0
12038,1.67,0,0,0
13264,1.0,0,0,0
9911,1.23,0,0,0
10165,2.33,0,0,0
10654,1.5,0,0,0
14876,2.0,0,0,0
18709,1.75,0,0,0
11825,2.29,1,0,0
15746,2.8,1,0,1
2333,2.78,1,0,0
11548,2.67,0,0,1
3218,2.82,0,1,0
929,1.05,0,0,0
17655,1.06,0,0,0
16636,2.17,0,0,0
19178,1.4,0,0,0
16595,3.36,1,0,1
6312,1.69,0,0,0
9706,2.54,1,0,1
14331,1.0,0,0,0
8407,1.5,0,0,0
16712,3.14,1,0,1
3739,2.18,0,0,0
18337,1.38,0,0,0
17708,1.0,0,0,0
5941,1.5,0,0,0
17192,1.25,0,0,0
3229,1.35,0,0,0
1757,1.06,0,0,0
7057,3.79,1,0,1
613,2.42,1,0,0
10240,1.71,1,0,0
2948,1.93,0,0,0
6188,3.5,0,0,1
3516,1.33,0,0,0
11073,1.8,0,0,1
8325,1.13,0,0,0
12317,1.11,1,0,0
8819,1.5,0,0,0
7454,4.5,0,0,1
19775,1.4,0,0,0
4197,2.31,0,0,0
19528,1.0,0,0,0
2577,2.28,1,0,0
2414,2.38,1,1,0
20306,1.25,0,0,0
622,1.08,0,0,0
14326,1.0,0,0,0
17,2.23,0,1,0
17868,1.0,0,0,0
8154,2.44,1,0,1
970,1.88,0,0,0
19895,1.2,0,0,0
13457,2.44,1,0,1
7283,1.07,0,0,0
17337,2.0,0,0,0
6462,2.67,0,1,0
5820,1.51,0,0,0
18065,1.0,0,0,0
19697,1.0,0,0,0
4388,1.83,0,0,0
15308,1.0,0,0,0
9260,1.63,0,0,0
6369,1.69,0,0,0
5583,1.0,0,0,0
13151,1.14,0,0,0
15636,2.33,0,0,0
10659,1.0,0,0,0
3193,2.18,0,0,0
547,1.48,1,0,0
19144,2.0,0,0,0
13439,2.5,0,0,1
18540,1.0,0,0,0
13423,1.17,0,0,0
9176,4.0,1,0,1
1541,2.84,1,0,0
13404,2.25,1,0,0
5934,2.03,0,0,0
5330,2.89,1,1,0
11973,2.6,0,0,0
14016,1.67,0,0,0
17587,1.0,0,0,0
3452,4.2,1,1,0
16532,1.25,0,0,0
20173,1.9,0,0,0
4137,2.59,0,0,1
12788,1.11,0,0,0
8334,1.7,0,0,0
350,2.21,0,0,0
5291,2.71,0,1,0
17844,1.14,0,0,0
2914,2.25,0,0,0
6731,1.88,1,0,0
19512,1.72,0,0,0
14839,1.8,0,0,0
16784,0.0,0,0,0
7529,2.8,0,0,0
12669,1.4,0,0,0
17917,1.17,0,0,0
3383,3.64,1,0,1
2613,2.17,1,0,0
2887,1.82,0,0,0
7681,3.33,0,0,0
7374,1.14,0,0,0
12599,2.0,0,0,0
16635,2.33,0,0,0
9266,0.0,1,0,0
6606,1.67,0,0,0
3501,2.48,1,0,0
18198,2.14,0,1,0
12287,2.75,0,0,0
6576,1.3,0,0,0
13242,1.75,0,0,0
8759,3.75,0,1,0
14230,1.0,0,0,0
13898,1.0,0,0,0
3294,1.51,0,0,0
9162,3.0,0,0,0
6944,3.2,1,1,0
3795,2.52,1,0,1
20257,1.12,0,0,0
1411,2.98,1,1,0
11286,3.33,1,0,1
6853,1.43,0,0,0
17483,1.33,0,0,0
12654,2.0,0,0,0
5267,1.17,0,0,0
20232,1.11,0,0,0
9777,2.91,1,0,1
7265,1.51,0,0,0
9462,3.5,1,0,1
18666,1.0,0,0,0
12514,1.0,0,0,0
19947,1.44,0,0,0
11723,1.56,0,0,0
11135,2.5,1,0,0
4679,3.91,1,0,1
6153,1.8,1,0,0
8359,1.5,0,0,0
19786,2.33,1,0,0
4431,2.21,1,1,0
9134,2.0,1,0,0
14378,2.25,0,0,0
12499,1.86,0,0,1
3532,2.88,0,0,1
2115,2.29,1,0,0
3565,1.46,0,0,0
6467,1.97,0,1,0
2739,1.54,0,0,0
4567,1.23,0,0,0
8758,0.0,0,0,0
17875,3.0,0,0,0
13807,1.64,0,0,0
18420,1.41,0,0,0
9420,2.14,0,0,0
11087,2.0,0,1,0
15521,1.5,0,0,0
3840,2.68,1,0,1
4856,2.93,0,1,0
212,2.77,0,1,0
6877,2.85,0,0,1
979,2.02,0,1,0
1212,1.94,1,0,0
4091,2.38,0,0,0
18354,1.0,0,0,0
10062,2.0,0,0,0
16315,1.0,0,0,0
6273,1.82,0,0,0
10625,2.73,0,0,0
18229,1.0,0,0,0
14225,1.0,0,0,0
2159,1.74,0,1,0
2587,1.6,0,0,0
2643,2.06,0,1,0
18179,0.0,0,0,0
4902,1.0,0,0,0
17895,2.67,0,0,0
4412,2.59,1,0,1
12079,2.0,0,0,0
178,1.91,0,0,0
7860,2.0,1,0,0
3809,2.69,1,1,0
2808,1.5,0,0,0
7349,2.79,0,0,0
11525,3.0,1,0,0
15665,2.0,0,0,0
6802,3.2,1,0,0
19573,1.4,0,0,1
9543,1.67,0,0,0
12609,1.8,1,0,0
19351,1.43,0,0,0
18173,1.75,0,0,0
10044,2.6,1,0,1
13777,1.71,0,0,0
3318,2.32,0,1,0
3892,3.34,0,0,1
3459,4.04,1,0,1
5955,2.82,1,1,0
4072,3.25,0,0,0
6988,1.24,0,0,0
8866,1.0,0,0,0
7849,2.29,0,0,0
12730,2.33,0,0,0
404,1.94,1,0,0
13707,1.0,0,0,0
19899,1.93,0,0,0
2439,1.18,0,0,0
11851,1.33,0,0,0
8495,3.4,1,0,1
9088,2.0,0,0,0
10571,2.5,1,0,0
2812,2.55,0,1,0
11016,1.25,0,0,0
962,2.74,0,1,0
10782,1.78,1,0,0
533,3.26,0,1,0
4966,3.07,1,0,0
10091,2.1,1,0,0
1858,4.27,1,1,0
13287,1.82,0,0,0
3826,3.31,1,0,1
13512,1.33,1,0,0
18962,1.2,0,0,0
9884,2.24,0,1,0
19341,1.33,0,0,0
17662,1.4,0,0,0
19484,1.27,0,0,0
7270,2.38,0,1,0
2045,2.63,0,0,0
5976,2.77,0,0,1
5636,1.92,0,0,0
550,2.35,1,0,0
3510,2.58,0,1,0
15266,1.33,0,0,0
17721,2.2,0,0,0
16612,0.0,0,0,0
5467,1.45,0,0,1
9663,1.35,0,0,0
10594,3.67,0,0,0
5877,1.05,0,0,0
12952,1.79,1,1,0
9071,1.0,0,0,0
7170,1.79,1,0,1
2162,2.96,1,0,0
13540,2.57,0,0,1
15384,1.52,0,0,0
7811,2.1,0,0,1
7677,1.4,0,0,0
14786,1.67,0,0,0
15416,1.5,0,0,0
10529,1.67,0,0,0
19767,1.08,0,0,0
3464,3.31,0,0,0
4563,1.25,0,0,0
2061,3.64,0,1,0
5176,2.05,0,1,0
3931,1.68,0,0,0
12084,1.44,0,0,0
2291,1.94,0,1,0
5548,2.25,0,0,0
1641,2.49,1,1,0
14421,1.5,0,0,0
12014,1.89,0,0,0
16183,1.5,0,0,0
19037,2.0,0,0,0
8102,1.85,1,0,0
3273,2.62,0,1,0
14164,1.7,0,0,0
11488,1.0,0,0,0
351,2.59,1,1,0
5248,1.48,0,0,0
10934,2.0,0,0,0
3873,3.84,1,0,1
16625,2.2,0,0,0
609,2.56,1,1,0
14740,1.0,0,0,0
10418,2.88,1,0,0
14890,0.0,0,0,0
10567,2.0,1,0,0
1035,2.16,0,0,0
3938,1.6,0,0,0
19735,1.75,0,0,0
9822,1.0,0,0,0
15105,2.1,0,0,1
9430,2.94,1,0,1
5107,2.21,0,1,0
10583,1.0,0,0,0
3560,3.33,1,0,1
12279,1.33,0,0,0
16608,2.4,1,0,0
6114,1.87,0,0,1
18847,1.86,0,0,0
14383,2.41,0,0,1
18694,1.66,0,0,0
14835,3.0,1,0,0
18622,0.0,0,0,0
2726,2.34,1,1,0
18322,1.0,0,0,0
5233,3.31,1,0,1
15039,2.0,0,0,0
13766,1.0,0,0,0
10491,3.56,0,0,1
19779,1.73,0,0,0
8006,1.33,0,0,0
117,1.91,0,0,0
9016,2.0,1,0,0
13321,2.29,0,0,0
2829,4.25,1,0,1
1625,2.61,1,0,0
7126,3.33,0,0,0
5448,3.86,0,1,0
6195,3.67,0,0,0
620,1.18,0,0,0
15791,1.5,0,0,0
6231,2.5,1,0,0
17104,1.67,0,0,0
11886,3.43,0,0,1
11657,0.0,0,0,0
16370,0.0,0,0,0
11842,1.5,0,0,0
15891,1.22,0,0,0
9466,3.2,0,1,0
1043,2.16,1,1,0
2092,1.5,0,0,0
8796,3.19,1,1,0
13174,2.83,1,0,0
5778,3.0,1,0,0
1026,2.54,1,1,0
19114,1.0,0,0,0
753,1.12,1,0,0
6545,1.44,0,0,0
13632,2.33,0,0,1
4879,1.38,0,0,0
15809,2.67,0,0,1
14543,1.0,0,0,0
13877,1.25,0,0,0
4914,2.44,1,0,0
18550,1.33,0,0,0
8236,2.0,1,0,0
13628,1.43,0,0,0
19024,1.67,0,0,0
12458,1.0,0,0,0
13062,1.5,0,0,0
7336,1.5,0,0,0
9032,2.63,0,0,1
1975,3.61,1,0,1
14194,2.44,0,0,0
7616,2.67,0,0,1
8797,1.97,1,1,0
3679,1.88,0,0,0
1497,1.93,0,1,0
19027,1.4,0,0,0
5260,2.28,0,1,0
12521,1.78,0,0,0
16065,1.11,0,0,0
11786,1.56,0,0,0
10622,2.0,1,0,0
13828,3.21,1,1,1
8416,2.0,1,0,0
15450,1.44,0,0,0
12571,1.0,0,0,0
5326,4.33,1,0,0
10373,3.0,0,0,1
14291,2.0,1,0,1
11611,3.17,1,0,1
14394,1.0,1,0,0
8614,1.57,0,0,0
12559,2.29,0,0,1
14013,1.67,0,0,0
19019,1.0,0,0,0
11508,2.33,0,0,0
15493,2.33,0,0,0
24,3.35,1,0,0
9054,3.46,1,0,1
14405,3.5,0,0,1
13801,2.0,0,0,0
6732,3.0,0,0,0
13823,1.42,0,0,0
8839,1.73,0,0,0
7639,4.19,0,0,0
15123,1.25,0,0,0
1128,3.29,1,1,0
1750,2.91,0,1,0
12171,1.0,0,0,0
15498,1.0,0,0,0
2990,1.95,0,0,0
2552,1.39,1,0,0
3935,3.7,1,0,0
6995,2.34,0,1,0
5528,3.34,0,0,1
801,3.43,1,1,0
2044,2.53,0,0,0
14244,1.33,0,0,0
18100,1.0,0,0,0
12750,2.33,0,0,0
2384,2.09,0,0,0
18316,1.5,0,0,0
757,3.69,1,1,1
1973,4.18,1,0,1
15350,2.91,0,0,1
16817,1.25,0,0,0
6880,2.38,0,0,0
17149,1.8,0,0,0
2704,1.33,0,0,0
275,2.91,1,1,0
9990,2.0,0,0,0
10250,2.42,1,0,0
10334,2.08,1,0,1
12986,1.0,0,0,0
9556,1.3,0,0,0
13491,1.6,0,0,0
16963,1.18,0,0,0
15912,1.56,0,0,0
19054,1.6,0,0,0
4933,1.18,0,0,0
3654,2.96,1,0,1
4479,1.83,0,0,0
5365,1.39,0,0,0
4316,1.0,0,0,0
6264,1.55,0,0,0
2184,1.74,0,1,0
9487,1.69,0,0,0
11873,1.2,0,0,0
10157,2.0,1,0,0
14640,1.2,0,0,0
17053,1.75,1,0,0
14895,1.4,1,0,0
4087,2.0,0,0,0
7730,1.0,0,0,0
6068,2.0,1,0,0
11606,2.63,0,0,1
16585,1.0,0,0,0
17239,2.0,1,0,0
19910,1.71,0,0,0
2603,1.92,0,0,0
18520,2.0,0,0,0
13527,1.5,0,0,0
15041,1.0,0,0,0
11860,1.4,0,0,0
18975,1.2,0,0,0
4109,1.43,1,0,0
530,3.83,0,1,0
4972,2.91,1,0,1
11069,2.5,0,0,1
15982,1.5,0,0,0
9267,1.0,0,0,0
5235,1.8,0,0,0
18617,1.42,0,0,0
12661,2.69,1,0,0
7980,3.57,1,1,1
10204,2.0,0,0,0
1269,3.8,1,0,1
19728,1.87,0,0,0
7192,2.33,1,0,1
12763,1.13,0,0,0
16943,3.5,0,0,0
3414,2.44,1,0,1
15513,3.0,0,0,0
2256,2.45,0,1,0
8622,1.0,0,0,0
3445,2.76,1,0,0
17154,2.85,0,0,1
11055,3.13,0,0,1
5221,2.0,0,0,0
13633,3.07,1,0,1
16380,2.4,1,0,1
7517,1.36,0,0,0
16426,1.38,0,0,0
17581,2.0,0,0,0
107,2.88,0,1,0
5390,2.03,0,0,0
20167,1.55,0,0,0
16649,1.63,0,0,1
9475,1.89,1,0,0
9357,4.14,1,0,1
5064,1.38,0,0,0
9690,3.43,0,0,1
5722,2.73,1,0,1
12136,1.33,0,0,0
9672,3.45,1,0,1
14080,1.5,0,0,0
12067,1.5,0,0,0
7937,3.31,0,0,0
12972,2.71,1,0,1
9428,2.07,0,0,0
16931,1.17,0,0,0
3253,2.14,0,0,0
4803,2.82,1,0,1
15133,2.0,0,0,0
9484,3.38,1,0,1
19661,1.17,0,0,0
4433,1.86,1,0,0
8124,1.0,0,0,0
9001,2.0,0,0,0
6056,4.0,1,0,1
9268,1.16,0,0,0
16136,2.58,0,0,0
6284,1.86,0,0,0
14465,1.22,0,0,0
17934,1.0,0,0,0
13510,2.0,1,0,0
20190,1.72,0,0,0
6686,1.44,1,0,0
7176,2.76,0,1,1
3286,1.58,0,0,0
1878,1.55,0,0,0
13046,1.0,0,0,0
8983,3.22,0,0,1
10171,1.25,0,0,0
2481,2.6,1,0,0
12582,2.33,0,0,0
18075,1.36,0,0,0
14193,1.5,0,0,0
5259,2.78,0,1,0
14962,2.78,1,1,0
16887,2.83,0,0,0
7965,1.8,0,0,0
5095,1.17,0,0,0
13211,1.67,0,0,0
18485,2.0,0,0,0
2131,3.83,0,0,0
5605,1.9,0,0,0
5209,1.5,0,0,0
7219,1.44,0,0,0
13931,1.13,0,0,0
710,1.9,0,0,0
196,3.37,0,1,0
2327,2.45,0,1,0
18966,1.14,0,0,0
14583,3.0,0,0,0
19546,1.0,0,0,0
16410,1.78,0,0,0
2326,1.81,0,0,0
15815,2.0,0,0,0
17576,3.0,0,0,0
9653,3.6,1,0,1
8818,2.5,0,0,0
9438,1.0,0,0,0
1600,3.14,0,1,0
13226,3.67,0,0,1
2347,1.72,1,0,0
18970,2.04,0,1,0
11108,2.0,1,0,0
95,3.65,0,1,0
9226,1.52,0,0,0
2805,2.22,0,0,0
13012,2.8,0,0,0
19885,1.0,0,0,0
3312,2.6,0,0,0
16299,1.67,1,0,0
19736,2.4,0,0,0
19106,1.0,0,0,0
8020,3.5,0,0,0
2580,1.61,0,0,0
15000,1.0,0,0,0
4216,1.15,0,0,0
17162,1.75,1,0,0
18835,1.0,0,0,0
13988,2.72,0,0,1
14042,1.75,0,0,0
9527,3.53,1,0,1
12404,2.75,0,0,0
2112,1.87,1,0,0
10094,2.2,0,0,0
3115,2.78,1,0,0
19509,2.2,0,0,0
14690,1.0,0,0,0
12864,2.67,0,0,1
2150,1.44,0,0,0
1958,1.87,0,0,0
9745,3.0,1,0,1
19379,1.4,0,0,0
5712,2.52,1,0,0
10485,1.5,0,0,0
15091,1.0,1,0,0
1041,2.68,0,1,0
8863,1.6,0,0,0
6827,1.46,0,0,0
12027,2.4,0,0,0
2969,3.17,1,0,0
10555,1.0,0,0,0
4297,1.87,1,0,0
1434,3.04,1,0,1
11935,1.42,0,0,0
16771,1.0,0,0,0
17009,1.75,0,0,0
14677,1.17,0,0,0
11809,2.0,0,0,0
19648,1.08,0,0,0
2724,1.0,0,0,0
4821,2.89,0,1,0
19235,2.0,0,0,0
13391,1.5,0,0,0
1070,2.39,0,0,0
9507,1.5,0,1,0
319,2.07,0,1,0
8276,3.73,0,0,1
9337,3.0,1,0,1
13294,3.75,1,0,1
15691,1.0,0,0,0
17987,1.0,0,0,0
5763,2.1,0,0,0
2901,1.59,0,0,0
2502,2.3,1,0,1
3879,2.57,1,0,1
5385,1.83,0,0,0
15187,2.2,0,0,0
10295,2.0,0,0,0
1444,2.73,0,1,0
6941,3.83,0,0,1
12344,1.33,0,0,0
1486,1.14,1,0,0
8628,1.1,0,0,0
498,3.03,1,1,0
3435,1.35,0,0,0
4129,1.8,0,0,0
11446,3.67,0,0,1
19215,1.5,0,0,0
16260,1.0,0,0,0
16899,1.33,0,0,0
20332,1.05,0,0,0
586,2.7,1,1,0
2681,2.7,0,0,1
1057,3.69,0,1,0
6834,2.0,0,0,0
8575,2.5,1,0,0
14570,3.29,0,0,0
10340,2.0,0,0,1
13919,2.8,0,0,1
131,1.77,1,0,0
7197,1.92,0,0,0
13247,2.0,0,0,0
14961,1.0,0,0,0
12660,1.0,0,0,0
13602,1.2,0,0,0
18775,1.0,1,0,0
16841,1.5,0,0,0
6974,2.33,1,0,0
7180,0.0,1,0,0
14247,1.0,0,0,0
5177,1.88,0,0,1
1725,2.73,0,1,0
6917,1.18,0,0,0
4557,1.56,0,0,0
206,1.71,0,0,0
7313,2.0,0,0,0
4907,2.32,0,0,0
20340,1.0,0,0,0
17603,1.56,0,0,0
11202,1.39,0,0,0
18897,1.35,0,0,0
6059,2.57,0,0,0
20098,1.15,0,0,0
15584,1.63,0,0,1
3050,3.3,0,1,0
19850,1.6,0,0,0
8262,1.11,0,0,0
7971,2.33,0,0,1
20196,1.09,0,0,0
9744,1.71,0,0,0
10455,2.33,0,0,0
15397,1.0,0,0,0
5949,2.37,0,0,1
19023,1.0,0,0,0
18777,2.0,0,0,0
14025,2.0,0,0,0
20221,1.1,0,0,0
3179,2.11,0,0,0
5068,3.54,1,0,1
386,2.25,0,1,0
10117,1.0,0,0,0
4909,1.44,0,0,0
14638,1.22,0,0,0
10816,1.43,1,0,1
9688,2.44,1,0,1
17842,2.0,0,0,0
8793,2.73,1,0,0
2058,1.87,1,0,1
2280,2.21,1,1,0
2903,1.62,0,0,0
17150,1.09,0,0,0
19254,1.0,0,0,0
6046,1.25,0,0,0
11715,2.45,1,0,1
11235,1.0,0,0,0
18487,1.88,1,0,0
15138,1.0,0,0,0
5899,1.89,1,0,1
4916,2.88,1,0,0
13861,2.0,0,0,0
310,3.44,1,1,0
17973,0.0,0,0,0
14867,3.0,0,0,0
12439,3.71,0,0,1
6251,3.03,0,1,0
6969,3.28,0,0,0
