BGG Rank,Complexity Average,Mech_role_camp,Strategy,Wargames
12912,1.42,0,0,0
16060,2.38,1,0,1
12526,2.0,0,0,0
3658,1.12,0,0,0
16607,1.71,0,0,0
19262,1.25,0,0,0
11334,1.33,0,0,0
502,2.16,0,0,0
5532,2.5,1,0,0
17769,1.0,0,0,0
35,3.25,1,1,0
10549,2.0,0,0,0
12930,1.0,1,0,0
19044,1.0,0,0,0
7661,2.12,1,0,0
13964,3.33,0,0,0
10180,1.25,0,0,0
18918,1.5,0,0,0
17711,1.0,0,0,0
13594,2.33,0,0,0
9734,2.8,0,1,1
6541,2.89,0,0,1
6922,1.33,0,0,0
18945,2.07,1,0,1
10865,3.05,1,0,1
17781,1.11,0,0,0
11081,2.77,1,0,1
7049,2.63,1,0,0
14589,1.0,0,0,0
10104,1.5,0,0,0
17774,1.0,0,0,0
18801,1.25,1,0,0
8068,2.44,0,0,1
18936,1.0,0,0,0
12100,1.5,0,0,0
19035,1.38,0,0,0
11995,1.67,1,0,0
2974,2.82,1,0,1
2024,2.0,1,0,0
16072,1.0,0,0,0
6786,1.38,0,0,0
12029,2.6,0,0,0
14722,2.44,0,0,0
19244,1.3,0,0,0
11086,1.52,0,0,0
19514,1.46,0,0,0
18649,1.0,0,0,0
17241,1.47,0,0,0
4968,1.17,0,0,0
12349,2.07,0,0,0
6604,1.62,0,1,0
141,3.9,1,1,0
4758,2.35,0,1,0
4707,2.17,1,0,0
10632,1.29,0,0,0
11688,3.0,1,0,0
18204,1.73,0,0,0
9880,1.61,0,0,0
9689,2.92,0,0,1
12875,1.58,0,0,0
12716,2.0,1,0,0
363,2.28,1,1,0
5005,1.09,0,0,0
18710,1.5,0,0,0
16983,1.0,0,0,0
20175,1.33,0,0,0
18271,1.0,0,0,0
3514,2.04,0,0,0
11554,1.33,0,0,0
8609,2.0,0,0,0
17786,3.0,0,0,0
18869,1.0,0,0,0
16866,2.33,1,0,0
12501,2.6,0,0,0
15145,1.5,0,0,0
7098,1.83,1,0,0
13928,2.0,0,0,0
596,1.21,0,0,0
5836,2.78,0,1,0
11005,3.06,1,0,1
4558,1.0,0,0,0
10672,2.29,0,0,1
9900,1.0,0,0,0
14596,1.33,0,0,0
9079,1.88,1,0,0
4761,2.03,0,0,0
15535,1.17,0,0,0
5854,1.14,0,0,0
11710,1.2,0,0,0
13349,2.4,1,0,1
14267,2.0,1,0,1
11203,3.25,1,0,1
16045,2.0,0,0,0
10563,2.13,0,0,0
2545,2.32,1,0,0
8164,2.04,1,0,1
9885,1.75,0,0,0
8144,0.0,0,0,0
1473,1.83,1,0,0
17363,1.2,0,0,0
19963,1.13,0,0,0
12578,1.0,1,0,0
6734,1.67,0,0,0
8535,1.41,0,0,1
12395,2.0,0,0,0
19006,1.55,0,0,0
10496,1.2,0,0,0
18043,1.4,0,0,0
6087,1.93,0,0,0
16964,3.33,0,0,1
2668,2.33,0,0,0
12859,1.0,0,0,0
14675,4.07,0,0,0
7905,1.47,0,0,0
9867,1.56,0,0,0
20067,1.14,0,0,0
9785,0.0,0,0,0
3805,2.47,0,1,0
3736,3.52,1,0,1
18533,1.67,0,0,0
14706,1.33,0,0,0
7196,1.25,0,0,0
11038,2.0,1,0,0
18107,2.0,0,0,0
12617,2.0,0,0,0
2080,2.92,0,0,0
15491,2.2,0,0,0
11535,1.0,0,0,0
4604,2.79,1,1,0
7909,1.21,0,0,0
11896,1.03,0,0,0
12595,3.57,1,0,1
1875,2.01,1,0,0
15319,3.0,0,0,1
3348,2.55,1,0,0
1471,1.86,0,0,0
12483,1.5,0,0,0
5852,1.25,0,0,0
3142,3.29,1,0,1
18220,1.0,0,0,0
5047,2.93,0,0,0
7479,1.64,0,0,1
2792,2.45,0,1,0
2918,3.48,1,0,1
1637,4.11,1,1,0
14963,2.93,1,0,1
8811,1.5,0,0,0
10084,3.0,0,0,0
20107,1.03,0,0,0
16279,1.5,1,0,0
11760,2.0,1,0,0
9264,1.21,0,0,0
1359,2.7,1,0,1
11696,3.0,0,0,0
13592,2.83,0,0,0
48,3.85,1,1,0
5033,3.22,1,0,1
3877,2.08,0,0,0
6149,1.0,0,0,0
9000,1.6,0,0,0
5938,1.0,0,0,0
18757,1.0,0,0,0
2677,1.47,0,0,0
19889,1.13,0,0,0
17113,1.0,0,0,0
10821,1.12,0,0,0
19408,1.5,0,0,0
9413,1.0,0,0,0
3362,1.89,1,0,0
19046,1.25,0,0,0
10226,4.21,0,0,1
2323,1.09,0,0,0
1418,1.86,0,0,0
5205,2.0,0,0,0
9147,1.0,0,0,0
19836,2.17,0,0,0
16777,1.17,0,0,0
18895,1.8,0,0,0
4126,2.43,0,1,0
17255,1.71,0,0,0
8,4.35,1,1,0
8916,1.71,0,0,0
6392,2.3,0,0,0
12622,1.0,0,0,0
11917,2.62,0,0,1
8239,2.88,1,0,1
10747,1.67,1,0,0
2640,3.7,1,1,0
4494,2.44,1,0,1
15774,1.5,0,0,0
18143,1.0,0,0,0
5284,1.71,0,0,0
17962,1.75,0,0,0
20305,1.5,0,0,0
7229,3.33,0,0,1
17548,1.2,0,0,0
1957,4.27,1,0,1
17491,1.0,0,0,0
14716,3.62,1,0,1
1761,1.99,0,1,0
13591,1.0,0,0,0
7867,1.22,0,0,0
10734,1.1,0,0,0
7759,2.14,0,0,0
5521,3.5,1,0,0
3241,1.43,0,0,0
4461,2.24,1,0,1
6593,2.0,0,0,1
13888,1.0,0,0,0
18091,1.0,0,0,0
7704,3.19,1,0,1
9642,1.63,0,0,0
16356,2.5,0,0,1
1534,2.09,1,1,0
4561,2.0,0,0,0
2171,2.09,0,0,0
3342,1.72,0,0,0
2971,1.23,0,0,0
3071,2.74,0,0,0
14387,1.25,0,0,0
8504,2.33,0,0,0
10905,2.0,0,0,0
3451,1.14,0,0,0
5591,3.06,0,1,0
3857,2.64,0,0,0
16844,3.0,1,0,0
14435,2.83,0,0,1
10413,1.0,0,0,0
10348,2.64,0,0,1
18539,1.82,1,0,0
10979,4.0,1,0,1
16813,2.0,1,0,0
19245,1.33,0,0,0
16153,1.5,0,0,0
13173,1.5,0,0,0
15687,2.0,0,0,0
7824,2.0,1,0,0
8149,2.71,1,0,1
2295,2.97,1,0,0
4757,2.94,0,0,1
7823,1.9,1,0,1
15634,2.33,1,0,0
5231,2.45,0,1,0
2297,3.57,1,1,0
8635,2.0,0,0,0
555,4.57,1,1,0
9966,1.88,0,0,0
4273,1.41,0,0,0
11603,3.0,0,0,0
18338,1.92,0,0,0
18959,2.46,1,0,1
15923,2.0,0,0,0
13059,2.0,0,0,0
11800,1.0,0,0,0
13415,2.6,1,0,1
18475,3.33,0,0,1
503,3.32,0,0,1
16286,1.0,0,0,0
13324,1.33,1,0,0
15518,2.0,0,0,0
10827,2.56,0,0,0
16895,1.31,1,0,0
18745,1.71,0,0,0
12484,1.33,0,0,0
7876,1.71,0,0,0
18170,2.36,0,0,0
13207,1.0,0,0,0
8892,2.67,1,0,0
1848,2.32,1,1,0
17640,1.08,0,0,0
10570,1.2,0,0,0
4725,3.0,1,0,1
12409,1.0,0,0,0
16029,2.5,0,0,0
14457,2.0,0,0,0
19832,1.0,0,0,0
3030,1.0,0,0,0
3774,1.62,0,0,0
4230,2.33,1,0,1
16007,1.2,0,0,0
15268,1.33,1,0,0
10947,1.0,0,0,0
7253,3.0,1,0,0
9252,2.79,1,0,1
10633,4.56,1,0,1
15259,1.6,0,0,0
9814,1.5,0,0,0
14011,2.33,1,0,0
14823,2.0,0,0,0
16428,1.0,0,0,0
18797,1.4,0,0,0
2632,3.2,1,0,1
10145,1.42,0,0,0
11750,2.38,0,0,1
685,1.26,0,0,0
4651,1.25,0,0,0
3104,2.65,0,1,0
10912,1.0,0,0,0
7413,2.22,0,0,0
18912,1.13,0,0,1
10520,2.0,1,0,0
11083,1.89,0,0,0
10005,3.25,0,0,0
7203,1.14,0,0,0
17061,1.75,0,0,0
614,1.9,0,0,0
5264,2.57,1,1,0
17410,1.0,1,0,0
4835,3.46,0,1,0
3743,1.08,0,0,0
16889,0.0,0,0,0
10627,1.92,1,0,1
5584,1.36,0,0,0
12624,3.17,0,0,1
17667,1.36,0,0,0
1597,3.06,1,1,0
13273,1.67,0,0,0
20064,1.09,0,0,0
16064,1.56,0,0,0
10798,1.67,0,0,0
13379,2.0,0,0,0
7223,2.74,0,0,1
17235,1.16,0,0,0
1154,3.03,1,1,0
3082,2.72,0,0,0
11814,1.43,0,0,0
8352,1.0,0,0,0
20323,1.05,0,0,0
12208,3.25,0,0,1
13689,2.0,0,0,0
15204,1.0,0,0,0
19196,1.33,0,0,0
14513,2.75,1,0,1
9300,2.07,0,0,0
5762,3.17,1,0,0
7814,3.0,1,0,1
10742,2.27,1,0,0
20042,2.0,0,0,0
3605,1.22,1,0,0
678,3.15,1,0,1
5394,2.57,0,0,0
14568,1.5,0,0,0
16087,3.18,0,0,0
4099,2.01,0,1,0
11708,4.2,0,1,0
16322,2.56,0,0,0
19600,1.0,0,0,0
13480,1.7,0,0,0
7086,1.54,0,0,0
14128,2.3,1,0,1
10929,2.33,0,0,0
8261,3.86,0,1,0
10465,3.17,1,0,1
8109,4.0,0,0,0
13763,2.0,0,0,0
20180,1.75,0,0,0
17077,1.67,0,0,0
6934,1.43,1,0,0
14330,1.46,0,0,0
3217,2.19,1,1,0
19866,1.0,0,0,0
11072,2.4,0,0,1
18590,1.0,1,0,0
4327,3.33,0,0,0
20021,2.5,0,0,0
16839,1.0,0,0,0
10245,1.75,0,0,0
2192,1.81,0,0,0
16355,2.0,0,0,0
17496,1.5,0,0,0
3766,2.62,1,0,1
16093,0.0,0,0,0
17456,1.57,1,0,0
18842,1.91,1,0,0
16806,2.08,0,0,0
10052,3.0,1,0,1
20034,2.25,0,0,0
8534,2.47,0,0,0
13112,2.0,0,0,0
3144,3.13,1,0,1
5335,1.5,0,0,0
5848,1.3,0,0,0
19318,1.0,0,0,0
8101,2.8,1,0,0
19370,1.41,0,0,0
16769,1.5,0,0,0
525,3.33,1,1,0
672,4.4,1,1,1
18784,3.5,1,1,0
13494,1.0,0,0,0
6549,3.21,0,0,1
13278,1.75,0,0,0
1468,1.89,0,0,0
8621,2.45,0,0,1
13779,2.2,1,0,0
413,1.22,0,0,0
7005,1.0,0,0,0
12681,1.0,0,0,0
19792,1.25,0,0,0
17007,2.33,0,0,0
17836,1.62,0,0,0
14656,1.43,0,0,0
1328,2.08,0,0,0
16638,1.0,0,0,0
15835,1.0,0,0,0
4602,1.97,1,0,0
429,4.09,1,1,0
3524,1.46,0,0,0
11604,1.67,0,0,0
9246,2.35,0,0,0
17994,1.68,0,0,0
14796,1.0,0,0,0
1299,2.07,0,0,1
11893,2.0,1,0,0
6461,1.4,0,0,0
6333,2.5,0,0,0
3771,3.2,0,1,0
14576,1.0,0,0,0
6506,3.08,0,0,0
10962,1.8,0,0,0
14510,3.6,0,0,1
133,3.04,1,1,0
16797,3.0,0,0,0
10230,2.5,0,0,0
10626,2.13,1,0,1
20050,2.33,0,0,0
727,2.39,0,0,0
3579,3.81,1,1,0
3569,2.16,1,0,1
15817,2.08,1,0,1
4402,3.53,1,0,1
5142,1.52,0,0,0
284,1.19,0,0,0
12440,1.0,0,0,0
18856,1.2,0,0,0
19200,1.0,0,0,0
17033,1.0,0,0,0
3927,2.17,1,0,0
10671,2.43,0,0,1
2582,3.84,1,0,0
13155,1.5,1,0,0
2445,2.0,1,0,0
12950,2.07,0,0,1
12405,1.0,0,0,0
4270,1.42,1,0,0
16753,1.86,0,1,0
8794,1.0,0,0,0
2249,2.74,0,1,0
12503,1.5,0,0,0
10510,2.0,1,0,0
3754,3.58,1,0,1
7603,1.38,0,0,0
16249,1.11,0,0,0
3555,2.56,0,0,0
12879,1.64,0,0,0
2935,4.47,1,1,0
16271,2.8,0,0,1
9476,2.67,0,0,0
6797,2.5,1,0,1
18772,2.0,0,0,0
9213,1.98,0,1,0
3690,3.78,0,0,1
8825,2.0,1,0,0
10130,3.55,0,0,1
9034,3.06,0,0,0
11919,1.0,0,0,0
2600,1.91,0,0,0
11745,2.17,0,0,0
9244,1.57,0,0,0
2124,3.71,1,1,0
3600,1.57,0,0,0
6287,2.64,0,0,0
12625,2.0,0,0,0
13140,1.0,0,0,0
15803,2.25,0,0,1
18452,1.17,0,0,0
6543,2.16,0,1,0
870,3.02,1,1,0
1008,2.21,0,0,0
12296,3.29,0,0,1
9469,2.13,1,0,0
13412,1.83,0,0,0
19051,1.2,0,0,0
10320,1.26,0,0,0
3326,1.71,0,0,0
18799,1.27,0,0,0
2048,2.07,0,1,0
12502,2.0,1,0,0
12629,1.54,1,0,1
8220,1.58,0,0,0
11438,2.0,0,0,0
5561,1.07,0,0,0
18116,3.44,0,0,1
20038,1.09,0,0,0
7805,2.7,1,0,1
2581,1.33,1,0,0
8760,3.17,0,0,1
17045,1.0,0,0,0
19592,1.25,0,0,0
18462,1.75,0,0,0
18858,2.0,0,0,0
11766,1.36,0,0,0
3687,2.4,0,0,0
11836,1.83,0,0,0
1868,1.76,0,0,0
17793,1.44,0,0,0
19871,1.23,0,0,0
13553,1.18,0,0,0
8205,2.0,1,0,0
15522,2.0,0,0,0
10352,4.0,0,0,0
7211,2.0,1,0,0
13030,1.33,0,0,0
15345,1.57,0,0,0
7386,1.67,0,0,0
4333,2.0,0,0,0
18137,1.0,0,0,0
6478,1.11,0,0,0
13055,1.33,0,0,0
17074,1.0,0,0,0
9370,3.91,1,0,1
7768,3.13,1,0,0
5802,2.27,0,0,0
2023,3.69,1,1,0
7363,4.86,0,0,1
19547,1.0,0,0,0
5364,3.4,1,0,1
4698,2.19,0,1,0
15141,1.75,0,0,0
20116,1.0,0,0,0
7377,1.5,0,0,1
2469,2.24,1,0,0
9736,1.1,0,0,0
17589,1.0,0,0,0
1357,2.58,1,0,1
13279,2.0,0,0,0
3110,2.78,0,1,0
20230,1.0,0,0,0
3488,2.28,0,1,0
7927,2.64,1,0,1
18458,3.0,1,1,1
11487,1.0,0,0,0
9169,1.0,0,0,0
9423,2.3,1,0,1
9870,3.25,0,0,0
6140,1.0,0,0,0
2130,1.04,0,0,0
16674,1.0,0,0,0
5236,2.31,0,1,0
8463,1.33,1,0,0
19529,1.37,0,0,0
5805,2.63,1,0,1
15065,1.42,0,0,0
8869,2.83,0,0,0
9292,2.75,0,0,0
17396,2.6,1,0,1
12874,1.11,0,0,0
7179,2.0,0,0,0
7393,1.33,0,0,0
10175,2.2,0,0,0
11441,3.75,0,0,0
14926,1.33,1,0,0
7991,2.33,0,0,0
6136,2.71,1,0,1
7113,2.8,0,0,0
4489,1.22,1,0,0
19287,1.0,0,0,0
7206,2.64,1,1,0
18575,2.0,0,0,0
3185,2.15,1,0,0
6424,2.25,0,0,0
8153,1.75,0,1,0
5069,1.93,0,1,0
3159,4.25,1,0,1
49,4.17,0,1,0
16334,1.57,0,0,0
12966,1.38,0,0,0
9791,3.33,1,0,0
16455,1.28,0,0,0
8690,2.73,0,0,1
17652,1.0,0,0,0
810,3.26,1,1,0
16173,1.0,0,0,0
5595,1.28,0,0,0
11364,2.41,0,0,1
8591,2.25,0,0,0
15647,1.36,0,0,0
13240,1.0,0,0,0
12367,1.0,0,0,0
4527,1.49,0,0,0
5255,2.39,1,0,1
4592,2.14,1,0,1
111,2.48,1,1,0
56,3.19,1,1,0
2261,3.86,0,1,0
8949,1.67,0,0,0
16727,2.2,1,0,0
3677,1.17,0,0,0
1564,2.68,0,1,0
15688,1.42,0,0,0
507,2.39,0,1,0
10444,2.45,0,0,0
11174,1.67,0,0,0
1054,1.1,1,0,0
9319,1.38,0,0,0
17544,2.4,0,0,0
2493,2.33,0,0,0
18195,1.75,0,0,0
735,2.66,0,1,0
14772,1.25,0,0,0
13946,1.0,0,0,0
1051,1.54,0,0,0
1741,1.32,0,0,0
15682,1.0,0,0,0
4442,1.59,0,0,0
10920,1.0,0,0,0
14496,1.0,0,0,0
4195,2.2,0,0,0
16977,1.33,0,0,1
165,1.9,0,1,0
14187,1.67,1,0,0
4742,1.75,0,0,0
18078,1.5,0,0,0
8275,1.11,0,0,0
18658,2.67,0,0,0
7503,1.75,0,0,0
4893,2.89,0,0,0
2572,3.1,1,0,1
17849,1.24,0,0,0
12374,1.2,0,0,0
9341,2.0,0,0,0
8455,3.19,0,0,1
2487,1.98,0,1,0
5049,2.0,1,0,0
5765,3.76,1,0,1
14277,1.5,0,0,0
1655,1.09,0,0,0
9329,2.0,0,0,0
20010,1.08,0,0,0
3151,1.37,0,0,0
5152,2.63,1,0,1
17731,2.67,0,0,0
39,3.27,0,1,0
353,2.45,1,1,0
11728,1.0,0,0,0
4840,1.78,1,0,0
6202,1.21,0,0,0
5956,3.46,0,1,0
19665,1.0,0,0,0
13621,2.2,0,0,0
3155,2.58,0,0,1
17174,1.17,0,0,0
6379,2.0,0,0,0
8028,2.33,0,0,0
15770,1.0,0,0,0
4620,1.7,0,0,0
329,2.96,1,1,0
9510,2.5,0,0,0
3895,1.55,0,1,0
12742,2.4,0,0,0
11339,2.18,1,0,0
13170,2.0,0,0,0
16545,1.67,1,0,0
13760,1.0,0,0,0
2630,2.55,0,0,0
9685,0.0,1,0,0
992,2.56,1,0,0
18925,2.0,0,0,0
16184,3.0,0,0,1
12683,2.0,0,0,0
4229,3.45,0,0,0
9957,2.92,1,0,1
10025,1.0,0,0,0
1276,2.02,0,0,0
15582,2.88,0,0,1
1549,1.14,0,0,0
6404,4.13,1,0,0
15396,3.25,1,0,1
2514,2.64,1,0,1
2077,2.25,0,1,0
18519,1.67,0,0,0
12425,3.05,1,0,1
19852,1.0,0,0,0
5958,2.38,0,0,0
11572,1.57,0,0,0
10649,2.07,0,1,0
12210,1.75,0,0,0
13992,2.23,0,0,0
17323,1.83,0,0,0
2226,1.22,0,0,0
10756,1.57,0,0,0
3689,3.31,0,0,0
679,2.71,0,0,0
5692,1.25,0,0,0
2655,1.14,0,0,0
4553,1.07,0,0,0
12168,2.0,0,0,0
13348,0.0,0,0,0
15630,1.5,0,0,0
1540,3.83,1,0,1
14676,1.5,0,0,0
2200,3.17,1,0,1
8812,2.0,0,1,0
14947,2.0,0,0,0
785,2.45,0,1,0
12958,1.0,1,0,0
2755,2.86,1,0,0
15357,0.0,0,0,0
10161,3.1,0,0,0
5586,3.16,1,0,1
9043,1.8,0,0,0
5073,1.67,0,0,0
3878,4.39,1,0,1
19628,1.0,0,0,0
7422,1.07,0,0,0
9094,4.43,1,0,1
16641,1.0,0,0,0
14294,1.33,0,0,0
13070,2.0,1,0,0
18800,1.5,0,0,0
13495,1.0,0,0,0
6809,2.17,0,0,0
12938,1.5,0,0,0
16385,2.5,0,0,0
13008,2.33,0,0,0
880,2.25,1,0,0
713,2.34,0,1,0
15818,1.0,0,0,0
1889,3.49,1,0,0
6654,3.0,1,1,0
6398,2.2,1,0,0
12516,1.5,0,0,0
1762,1.28,0,0,0
5970,3.73,1,0,0
15035,2.33,1,0,0
3613,1.14,0,0,0
18163,1.0,0,0,0
6981,3.5,1,0,0
16570,1.0,0,0,0
1948,2.51,0,1,0
14186,1.0,0,0,0
15099,1.5,0,0,0
16630,1.0,1,0,0
14347,1.25,0,0,0
19468,1.33,0,0,0
15335,2.25,0,0,1
1872,1.89,0,0,0
18182,2.56,1,0,1
3432,1.88,0,0,0
11065,1.2,0,0,0
4596,1.69,1,0,1
18232,1.0,0,0,0
1406,1.94,0,0,0
13068,1.25,0,0,0
16312,2.5,0,0,0
15996,2.0,0,0,0
9378,1.0,0,0,0
11355,2.5,1,0,0
16094,1.0,0,0,0
6783,2.78,0,0,1
3228,2.33,0,1,0
13667,1.0,0,0,0
18665,1.0,0,0,0
12760,1.0,0,0,0
1157,2.01,0,1,0
13640,2.0,0,0,0
17727,1.0,0,0,0
19687,1.27,1,0,0
4046,1.81,0,1,0
19789,1.0,0,0,0
15470,1.92,0,0,0
8574,3.14,0,0,1
1921,1.22,0,0,0
12274,1.75,0,0,1
15309,2.0,0,0,0
5585,2.0,0,0,0
4889,2.11,0,0,0
5044,1.72,0,1,0
13608,3.0,0,0,0
8625,2.75,0,0,0
17800,1.38,0,0,0
17680,1.25,0,0,0
6483,3.06,0,0,1
14464,1.0,0,0,0
5426,1.5,0,0,0
10019,4.0,0,0,0
6660,1.13,0,0,0
13750,1.5,0,0,0
14138,1.0,0,0,0
18999,1.13,1,0,0
19764,2.5,1,0,1
8404,2.73,1,0,1
4042,2.71,1,1,0
15836,1.0,0,0,0
19131,0.0,0,0,0
10524,3.38,1,0,1
2513,1.12,0,0,0
16829,1.14,0,0,0
19568,1.75,1,0,0
12341,1.0,0,0,0
16140,2.0,0,0,0
1148,1.22,0,0,0
13567,1.16,0,0,0
10042,1.8,0,0,0
4843,4.25,0,0,1
5879,1.64,0,0,0
6300,2.52,0,0,0
1139,1.82,0,0,0
19695,1.67,0,0,0
11511,1.17,0,0,0
4772,1.83,0,0,0
9750,2.17,0,0,0
14516,2.3,1,0,0
10287,1.95,0,0,0
11955,2.07,0,0,0
3531,2.41,1,0,0
13035,2.22,0,0,0
16348,1.5,0,0,0
5423,1.26,0,0,0
2252,2.84,1,0,0
842,2.01,0,0,0
19844,1.74,0,0,0
8754,2.8,1,0,0
11100,3.17,0,0,0
17376,3.25,1,0,1
385,3.63,1,1,1
2522,1.27,0,0,0
7549,1.14,0,0,0
1735,1.38,0,0,0
879,2.95,0,1,0
11534,2.5,1,0,1
19637,1.0,0,0,0
19988,2.29,0,0,0
13534,2.0,0,0,0
814,2.29,1,1,0
7144,3.25,1,1,0
12113,3.17,0,0,1
4822,2.24,0,1,0
4667,2.14,0,1,0
4338,3.0,0,1,1
6316,2.67,1,0,0
4564,2.67,1,0,0
802,1.65,1,1,0
5100,3.92,1,0,1
12886,1.0,0,0,0
14891,2.0,0,0,1
3681,1.5,1,0,0
18506,3.0,1,0,1
6510,2.0,0,0,0
8956,2.5,1,0,1
1719,2.95,1,1,0
5250,1.92,0,0,0
15015,1.0,0,0,0
13889,1.43,0,1,0
18729,1.67,0,0,0
7551,2.26,0,0,0
1867,2.2,1,0,0
12964,2.08,1,0,0
13954,1.0,0,0,0
17782,1.25,0,0,0
12005,1.0,0,0,0
7230,2.0,0,0,0
12424,3.5,1,0,1
6301,2.85,0,1,0
3153,3.85,1,1,1
5341,3.39,0,0,1
12689,2.54,1,1,0
264,3.89,1,1,0
11849,1.67,0,0,0
16860,2.67,1,0,0
18378,1.22,0,0,0
19152,3.5,1,0,1
9614,2.0,1,0,0
10780,2.1,0,0,0
2267,2.19,1,0,0
17677,1.33,0,0,0
20289,1.76,0,0,0
11678,1.11,0,0,0
19127,0.0,0,0,0
19296,1.19,0,0,0
1083,1.75,0,1,0
14127,1.0,0,0,0
13102,2.55,1,0,1
16975,2.5,0,0,0
9470,2.5,0,1,0
19064,1.33,0,0,0
13182,2.16,0,0,0
15478,2.0,0,0,0
4618,3.86,0,0,1
17296,2.0,0,0,0
18454,1.8,0,0,0
6077,1.5,0,0,0
1813,1.64,0,0,0
1021,1.75,1,0,0
20085,1.17,0,0,0
4212,1.76,1,0,1
6811,2.55,1,0,1
10655,1.75,1,0,1
6054,1.29,0,0,0
10129,1.57,0,0,1
6063,1.67,0,0,0
12392,2.0,1,0,0
2540,3.0,1,0,0
20212,1.0,0,0,0
768,2.05,0,1,0
18434,1.17,0,0,0
591,3.68,1,1,0
1292,1.47,0,0,0
9818,3.25,0,0,0
1454,1.87,0,0,0
12277,1.33,0,0,0
8203,2.57,0,1,0
11138,2.0,0,0,0
13968,1.0,0,0,0
18097,1.0,0,0,0
10121,1.69,1,0,0
3467,2.56,1,0,0
17792,1.0,0,0,0
15239,1.0,0,0,0
759,1.86,0,0,0
4956,2.0,1,0,0
1081,2.56,0,1,0
6408,1.14,0,0,0
7862,2.13,1,0,0
417,1.59,0,0,0
18188,1.3,0,0,0
2319,2.91,0,1,0
10020,1.58,0,0,0
11350,1.8,1,0,0
2016,2.63,1,0,0
6998,1.11,0,0,0
6648,3.0,0,0,0
11815,3.14,1,1,1
861,1.48,1,0,0
14712,1.47,0,0,0
13686,1.0,0,0,0
12997,2.33,0,0,0
224,3.42,1,0,0
7666,4.18,1,0,1
2435,1.19,0,0,0
4296,1.95,0,0,0
13850,3.25,0,0,1
3122,3.05,1,1,0
793,2.71,0,1,0
10156,0.0,1,0,0
17432,2.0,0,0,0
19471,1.13,0,0,0
1325,2.07,1,0,0
3200,2.62,0,1,0
3222,1.82,0,0,0
19194,2.0,0,0,0
17869,3.0,0,0,0
8311,2.44,0,1,0
10715,1.2,0,0,0
80,4.25,1,1,0
3959,1.59,0,0,0
12709,2.0,0,0,0
6470,1.67,0,0,0
17443,2.0,0,0,0
7241,1.06,0,0,0
10158,2.5,0,0,0
1380,1.67,0,0,0
2853,3.79,1,0,1
250,3.67,1,0,0
2386,1.53,1,0,1
13161,1.4,0,0,0
17609,1.17,0,0,0
246,3.14,1,1,0
580,3.35,1,1,0
15873,2.29,0,0,0
5311,1.2,0,0,0
13790,1.0,0,0,0
18208,1.75,1,0,1
6798,1.45,0,0,0
17838,1.4,0,0,0
16490,4.0,0,0,1
14691,1.0,0,0,0
18572,1.0,0,0,0
8744,2.0,0,0,0
5590,3.23,0,0,1
15327,1.0,0,0,0
12223,1.17,0,0,0
2325,1.88,0,1,0
16191,2.33,0,0,1
19173,1.6,1,0,0
1034,1.99,0,0,0
12953,1.38,0,0,0
1682,2.16,1,0,0
6733,1.28,0,0,0
18104,2.65,0,0,1
10838,1.25,0,0,0
17904,2.67,1,0,0
2564,2.11,0,1,0
16968,2.3,0,0,0
8048,1.58,0,0,0
17789,1.73,0,0,0
15595,1.0,0,0,0
12090,1.91,1,0,1
8728,1.5,0,0,0
9548,2.73,1,0,0
18457,1.0,0,0,0
10436,2.0,0,0,0
8401,0.0,1,0,0
15755,1.25,0,0,0
14504,1.59,0,0,0
7335,0.0,0,0,0
3486,4.32,0,1,0
18546,1.6,0,0,0
14896,3.0,0,0,0
10595,2.86,0,0,0
2680,2.99,0,0,1
5740,3.41,1,0,1
711,3.55,1,1,0
13710,2.0,0,0,0
2817,2.37,0,1,0
3163,2.65,1,1,0
11724,1.0,0,0,0
14678,1.33,0,0,0
19189,1.75,0,0,0
17121,1.0,0,0,0
1205,1.88,0,0,0
706,2.66,0,1,0
19369,1.78,1,0,0
2703,2.01,0,0,0
5717,1.67,0,0,1
18230,1.33,0,0,0
15767,1.25,0,0,0
19667,2.29,1,0,0
18830,1.67,0,0,0
16804,0.0,0,0,0
9540,1.75,0,0,0
8133,1.0,0,0,0
3924,2.67,0,0,0
19923,1.58,0,0,0
1239,1.97,0,1,0
16653,1.76,0,0,0
19202,1.0,0,0,0
984,2.77,0,0,0
11092,0.0,0,0,0
10569,1.5,0,0,0
1577,1.94,0,0,0
5929,1.5,0,0,0
4377,3.44,0,1,0
10846,1.17,0,0,0
17004,0.0,0,0,0
2652,1.72,1,0,0
7809,2.0,0,0,0
9800,2.5,0,0,0
16823,1.0,0,0,0
8191,1.5,0,0,0
19312,1.0,0,0,0
16293,3.0,0,0,0
4549,4.04,1,0,1
10214,2.25,1,0,0
31,3.64,1,1,0
6957,2.54,0,0,0
1350,2.78,0,0,1
9512,2.43,0,0,0
19208,1.0,0,0,0
3334,1.88,0,0,0
20202,1.76,0,0,0
14866,2.0,0,0,0
3157,2.32,1,0,0
14960,1.55,0,0,0
14117,3.83,1,0,1
9567,1.89,1,0,0
7955,1.33,0,0,0
2658,4.08,1,0,1
10434,2.0,0,0,0
700,2.62,0,1,0
4098,2.62,1,0,1
6828,3.0,1,0,0
18036,1.67,0,0,0
6119,1.49,0,0,0
14308,2.63,1,0,1
7936,3.5,1,0,1
15395,2.6,0,0,0
16349,1.0,0,0,0
